dt,ad_id,source,channel,pull_uv,active_uv,new_uv,att_active_uv,att_new_uv,att_success_rate,d0_income,d1_income,d3_income,d7_income,d14_income,d30_income,d90_income,dn_income,extra
2026-04-17,69bce8d5fb52f52ca33f3cf3,putreport,link,48.0,2.0,2.0,,,3.38,0.01,0.03,0.03,0.04,0.07,0.07,0.07,0.07,"{""attributionsuccessrate"": 3.38, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.04, ""d11income"": 0.04, ""d120income"": 0.07, ""d12income"": 0.07, ""d13income"": 0.07, ""d14re"": 50.0, ""d150income"": 0.07, ""d15income"": 0.07, ""d16income"": 0.07, ""d17income"": 0.07, ""d180income"": 0.07, ""d18income"": 0.07, ""d19income"": 0.07, ""d1re"": 50.0, ""d20income"": 0.07, ""d21income"": 0.07, ""d22income"": 0.07, ""d23income"": 0.07, ""d240income"": 0.07, ""d24income"": 0.07, ""d25income"": 0.07, ""d26income"": 0.07, ""d27income"": 0.07, ""d28income"": 0.07, ""d29income"": 0.07, ""d2re"": 50.0, ""d30re"": 0.0, ""d31income"": 0.07, ""d32income"": 0.07, ""d33income"": 0.07, ""d34income"": 0.07, ""d35income"": 0.07, ""d3re"": 50.0, ""d45income"": 0.07, ""d60income"": 0.07, ""d60re"": 0.0, ""d6income"": 0.04, ""d75income"": 0.07, ""d7re"": 50.0, ""d8income"": 0.04, ""d90re"": 0.0, ""d9income"": 0.04, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-020006128d00"", ""h5landingpageclickrate"": 42.17, ""h5landingpageclicks"": 62.0, ""h5landingpagecompleteview"": 10.0, ""h5landingpagecompleteviewusernum"": 10.0, ""h5landingpageimpressions"": 147.0, ""h5landingpageimpressionusernum"": 91.0, ""impressions"": 0.0, ""ipu"": 50.0, ""ir"": 0.0, ""launchusernum"": 59.0, ""linkclicks"": 0.0, ""newadsincome"": 0.01, ""newarpu"": 0.009, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.01, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69bcea26d215fe0b36f1d7b9,putreport,link,1.0,1.0,1.0,,,100.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,"{""attributionsuccessrate"": 100.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.01, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.13, ""d11income"": 0.13, ""d120income"": 0.13, ""d12income"": 0.13, ""d13income"": 0.13, ""d14re"": 0.0, ""d150income"": 0.13, ""d15income"": 0.13, ""d16income"": 0.13, ""d17income"": 0.13, ""d180income"": 0.13, ""d18income"": 0.13, ""d19income"": 0.13, ""d1re"": 0.0, ""d20income"": 0.13, ""d21income"": 0.13, ""d22income"": 0.13, ""d23income"": 0.13, ""d240income"": 0.13, ""d24income"": 0.13, ""d25income"": 0.13, ""d26income"": 0.13, ""d27income"": 0.13, ""d28income"": 0.13, ""d29income"": 0.13, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.13, ""d32income"": 0.13, ""d33income"": 0.13, ""d34income"": 0.13, ""d35income"": 0.13, ""d3re"": 0.0, ""d45income"": 0.13, ""d60income"": 0.13, ""d60re"": 0.0, ""d6income"": 0.13, ""d75income"": 0.13, ""d7re"": 0.0, ""d8income"": 0.13, ""d90re"": 0.0, ""d9income"": 0.13, ""ecpm"": 0.0, ""guid"": ""03f24e9b-e955-834a-4c1c-040021668c00"", ""h5landingpageclickrate"": 200.0, ""h5landingpageclicks"": 8.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 1.0, ""h5landingpageimpressions"": 4.0, ""h5landingpageimpressionusernum"": 1.0, ""impressions"": 0.0, ""ipu"": 486.0, ""ir"": 0.0, ""launchusernum"": 1.0, ""linkclicks"": 0.0, ""newadsincome"": 0.13, ""newarpu"": 0.137, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.13, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69c12a68c05a7d5aed1a5105,putreport,link,1.0,1.0,1.0,,,50.0,0.3,17.21,17.21,17.21,17.21,33.44,49.68,49.68,"{""attributionsuccessrate"": 50.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.03, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 17.21, ""d11income"": 17.21, ""d120income"": 49.68, ""d12income"": 17.21, ""d13income"": 17.21, ""d14re"": 0.0, ""d150income"": 49.68, ""d15income"": 17.21, ""d16income"": 17.21, ""d17income"": 17.21, ""d180income"": 49.68, ""d18income"": 17.21, ""d19income"": 17.21, ""d1re"": 100.0, ""d20income"": 17.21, ""d21income"": 17.21, ""d22income"": 17.21, ""d23income"": 17.21, ""d240income"": 49.68, ""d24income"": 17.21, ""d25income"": 17.21, ""d26income"": 17.21, ""d27income"": 17.21, ""d28income"": 17.21, ""d29income"": 17.21, ""d2re"": 100.0, ""d30re"": 100.0, ""d31income"": 33.44, ""d32income"": 33.44, ""d33income"": 33.44, ""d34income"": 33.44, ""d35income"": 33.44, ""d3re"": 100.0, ""d45income"": 33.44, ""d60income"": 33.44, ""d60re"": 100.0, ""d6income"": 17.21, ""d75income"": 49.68, ""d7re"": 100.0, ""d8income"": 17.21, ""d90re"": 0.0, ""d9income"": 17.21, ""ecpm"": 0.0, ""guid"": ""31f04e9b-e955-834a-6097-0700bc638c00"", ""h5landingpageclickrate"": 20.0, ""h5landingpageclicks"": 1.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 5.0, ""h5landingpageimpressionusernum"": 4.0, ""impressions"": 0.0, ""ipu"": 58.0, ""ir"": 0.0, ""launchusernum"": 2.0, ""linkclicks"": 0.0, ""newadsincome"": 0.3, ""newarpu"": 0.301, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 1.0, ""subrate"": 100.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.3, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69d70bcd0f54db8616618856,putreport,link,15.0,1.0,1.0,,,9.09,0.0,,,,,,,,"{""attributionsuccessrate"": 9.09, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 100.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""3dde4e9b-e955-824a-90ff-010087168d00"", ""h5landingpageclickrate"": 47.5, ""h5landingpageclicks"": 19.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 2.0, ""h5landingpageimpressions"": 40.0, ""h5landingpageimpressionusernum"": 25.0, ""impressions"": 0.0, ""ipu"": 45.0, ""ir"": 0.0, ""launchusernum"": 11.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.002, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69d8949adc4437ec7f25f3d2,putreport,link,5.0,1.0,1.0,,,25.0,0.0,,,,,,,,"{""attributionsuccessrate"": 25.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""31f04e9b-e955-834a-6097-0700e4638c00"", ""h5landingpageclickrate"": 71.42, ""h5landingpageclicks"": 10.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 2.0, ""h5landingpageimpressions"": 14.0, ""h5landingpageimpressionusernum"": 6.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 4.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69d8bcfdc145d164c46d0937,putreport,link,3.0,1.0,1.0,,,50.0,0.0,,,,,,,,"{""attributionsuccessrate"": 50.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""70ed4e9b-e955-7c49-42af-0300eefe8b00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 7.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 7.0, ""h5landingpageimpressionusernum"": 3.0, ""impressions"": 0.0, ""ipu"": 4.0, ""ir"": 0.0, ""launchusernum"": 2.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.002, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69df33458529b914eeb4d414,putreport,link,90.0,6.0,6.0,,,5.71,1.07,2.17,3.08,3.1,3.1,3.1,6.01,6.01,"{""attributionsuccessrate"": 5.71, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.1, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 3.1, ""d11income"": 3.1, ""d120income"": 6.01, ""d12income"": 3.1, ""d13income"": 3.1, ""d14re"": 0.0, ""d150income"": 6.01, ""d15income"": 3.1, ""d16income"": 3.1, ""d17income"": 3.1, ""d180income"": 6.01, ""d18income"": 3.1, ""d19income"": 3.1, ""d1re"": 66.66, ""d20income"": 3.1, ""d21income"": 3.1, ""d22income"": 3.1, ""d23income"": 3.1, ""d240income"": 6.01, ""d24income"": 3.1, ""d25income"": 3.1, ""d26income"": 3.1, ""d27income"": 3.1, ""d28income"": 3.1, ""d29income"": 3.1, ""d2re"": 33.33, ""d30re"": 0.0, ""d31income"": 3.1, ""d32income"": 3.1, ""d33income"": 3.1, ""d34income"": 3.1, ""d35income"": 3.11, ""d3re"": 33.33, ""d45income"": 3.73, ""d60income"": 5.4, ""d60re"": 16.66, ""d6income"": 3.1, ""d75income"": 5.92, ""d7re"": 16.66, ""d8income"": 3.1, ""d90re"": 0.0, ""d9income"": 3.1, ""ecpm"": 0.0, ""guid"": ""42ee4e9b-e955-7c49-7d1a-05001b038c00"", ""h5landingpageclickrate"": 42.97, ""h5landingpageclicks"": 107.0, ""h5landingpagecompleteview"": 21.0, ""h5landingpagecompleteviewusernum"": 21.0, ""h5landingpageimpressions"": 249.0, ""h5landingpageimpressionusernum"": 170.0, ""impressions"": 0.0, ""ipu"": 227.0, ""ir"": 0.0, ""launchusernum"": 105.0, ""linkclicks"": 0.0, ""newadsincome"": 1.07, ""newarpu"": 0.178, ""newinstallnum"": 2.0, ""newinstallper"": 33.33, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 1.07, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69df3d038820868a5c9e10fd,putreport,link,37.0,1.0,1.0,,,1.96,0.27,0.4,0.53,0.85,4.56,5.45,5.45,5.45,"{""attributionsuccessrate"": 1.96, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.02, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 3.28, ""d11income"": 3.92, ""d120income"": 5.45, ""d12income"": 4.1, ""d13income"": 4.35, ""d14re"": 100.0, ""d150income"": 5.45, ""d15income"": 4.56, ""d16income"": 4.56, ""d17income"": 4.56, ""d180income"": 5.45, ""d18income"": 5.17, ""d19income"": 5.19, ""d1re"": 100.0, ""d20income"": 5.19, ""d21income"": 5.19, ""d22income"": 5.19, ""d23income"": 5.19, ""d240income"": 5.45, ""d24income"": 5.36, ""d25income"": 5.45, ""d26income"": 5.45, ""d27income"": 5.45, ""d28income"": 5.45, ""d29income"": 5.45, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 5.45, ""d32income"": 5.45, ""d33income"": 5.45, ""d34income"": 5.45, ""d35income"": 5.45, ""d3re"": 100.0, ""d45income"": 5.45, ""d60income"": 5.45, ""d60re"": 0.0, ""d6income"": 0.77, ""d75income"": 5.45, ""d7re"": 100.0, ""d8income"": 1.9, ""d90re"": 0.0, ""d9income"": 2.73, ""ecpm"": 0.0, ""guid"": ""fdea4e9b-e955-7c49-7188-0400bffc8b00"", ""h5landingpageclickrate"": 43.08, ""h5landingpageclicks"": 53.0, ""h5landingpagecompleteview"": 8.0, ""h5landingpagecompleteviewusernum"": 7.0, ""h5landingpageimpressions"": 123.0, ""h5landingpageimpressionusernum"": 72.0, ""impressions"": 0.0, ""ipu"": 313.0, ""ir"": 0.0, ""launchusernum"": 51.0, ""linkclicks"": 0.0, ""newadsincome"": 0.27, ""newarpu"": 0.276, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.27, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-17,69e0ac006033da99d727e69d,putreport,link,137.0,4.0,4.0,,,2.83,0.14,0.77,1.71,4.61,7.83,10.89,15.54,15.54,"{""attributionsuccessrate"": 2.83, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.01, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 7.46, ""d11income"": 7.5, ""d120income"": 15.54, ""d12income"": 7.68, ""d13income"": 7.83, ""d14re"": 0.0, ""d150income"": 15.54, ""d15income"": 8.04, ""d16income"": 8.04, ""d17income"": 8.75, ""d180income"": 15.54, ""d18income"": 8.97, ""d19income"": 9.1, ""d1re"": 75.0, ""d20income"": 9.32, ""d21income"": 9.88, ""d22income"": 10.16, ""d23income"": 10.63, ""d240income"": 15.54, ""d24income"": 10.71, ""d25income"": 10.71, ""d26income"": 10.81, ""d27income"": 10.88, ""d28income"": 10.88, ""d29income"": 10.88, ""d2re"": 25.0, ""d30re"": 25.0, ""d31income"": 10.89, ""d32income"": 10.89, ""d33income"": 10.89, ""d34income"": 10.89, ""d35income"": 10.89, ""d3re"": 50.0, ""d45income"": 10.89, ""d60income"": 14.63, ""d60re"": 25.0, ""d6income"": 4.42, ""d75income"": 15.54, ""d7re"": 50.0, ""d8income"": 5.65, ""d90re"": 0.0, ""d9income"": 6.47, ""ecpm"": 0.0, ""guid"": ""fdea4e9b-e955-7c49-7188-0400ddfc8b00"", ""h5landingpageclickrate"": 46.94, ""h5landingpageclicks"": 177.0, ""h5landingpagecompleteview"": 51.0, ""h5landingpagecompleteviewusernum"": 49.0, ""h5landingpageimpressions"": 377.0, ""h5landingpageimpressionusernum"": 228.0, ""impressions"": 0.0, ""ipu"": 83.25, ""ir"": 0.0, ""launchusernum"": 141.0, ""linkclicks"": 0.0, ""newadsincome"": 0.14, ""newarpu"": 0.035, ""newinstallnum"": 2.0, ""newinstallper"": 50.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.14, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-18,69af874e39070a85b2559aed,putreport,link,6.0,1.0,1.0,,,5.55,0.0,,,,,,,,"{""attributionsuccessrate"": 5.55, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 100.0, ""d2re"": 100.0, ""d30re"": 100.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-07007a148d00"", ""h5landingpageclickrate"": 16.66, ""h5landingpageclicks"": 6.0, ""h5landingpagecompleteview"": 1.0, ""h5landingpagecompleteviewusernum"": 1.0, ""h5landingpageimpressions"": 36.0, ""h5landingpageimpressionusernum"": 30.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 18.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-18,69b8f0ed082d158b89d4f14d,putreport,link,2.0,1.0,1.0,,,12.5,0.0,,,,,,,,"{""attributionsuccessrate"": 12.5, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""70ed4e9b-e955-7c49-42af-03000bff8b00"", ""h5landingpageclickrate"": 14.28, ""h5landingpageclicks"": 2.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 14.0, ""h5landingpageimpressionusernum"": 10.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 8.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-18,69bce8d5fb52f52ca33f3cf3,putreport,link,23.0,1.0,1.0,,,3.03,0.23,0.44,0.46,0.46,0.46,0.46,0.46,0.46,"{""attributionsuccessrate"": 3.03, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.02, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.46, ""d11income"": 0.46, ""d120income"": 0.46, ""d12income"": 0.46, ""d13income"": 0.46, ""d14re"": 0.0, ""d150income"": 0.46, ""d15income"": 0.46, ""d16income"": 0.46, ""d17income"": 0.46, ""d180income"": 0.46, ""d18income"": 0.46, ""d19income"": 0.46, ""d1re"": 100.0, ""d20income"": 0.46, ""d21income"": 0.46, ""d22income"": 0.46, ""d23income"": 0.46, ""d240income"": 0.46, ""d24income"": 0.46, ""d25income"": 0.46, ""d26income"": 0.46, ""d27income"": 0.46, ""d28income"": 0.46, ""d29income"": 0.46, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.46, ""d32income"": 0.46, ""d33income"": 0.46, ""d34income"": 0.46, ""d35income"": 0.46, ""d3re"": 100.0, ""d45income"": 0.46, ""d60income"": 0.46, ""d60re"": 0.0, ""d6income"": 0.46, ""d75income"": 0.46, ""d7re"": 0.0, ""d8income"": 0.46, ""d90re"": 0.0, ""d9income"": 0.46, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-07007d148d00"", ""h5landingpageclickrate"": 38.7, ""h5landingpageclicks"": 24.0, ""h5landingpagecompleteview"": 10.0, ""h5landingpagecompleteviewusernum"": 10.0, ""h5landingpageimpressions"": 62.0, ""h5landingpageimpressionusernum"": 45.0, ""impressions"": 0.0, ""ipu"": 332.0, ""ir"": 0.0, ""launchusernum"": 33.0, ""linkclicks"": 0.0, ""newadsincome"": 0.23, ""newarpu"": 0.232, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.23, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-04-18,69c12b58a82cb95a95f447b3,putreport,link,1.0,1.0,1.0,,,100.0,0.0,,,,,,,,"{""attributionsuccessrate"": 100.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-070066148d00"", ""h5landingpageclickrate"": 0.0, ""h5landingpageclicks"": 1.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 0.0, ""h5landingpageimpressionusernum"": 0.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 1.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
